상품ID_A,상품ID_B,동시조회_횟수,카테고리_A,카테고리_B
P00030,P00071,1,아우터,니트
P00082,P00095,1,청바지,신발
P00082,P00098,1,청바지,신발
P00082,P00103,1,청바지,신발
P00089,P00095,1,청바지,신발
P00030,P00065,1,아우터,니트
P00059,P00122,1,가디건,액세서리
P00059,P00127,1,가디건,액세서리
P00059,P00133,1,가디건,액세서리
P00080,P00143,1,청바지,스커트
P00062,P00145,1,니트,스커트
P00062,P00147,1,니트,스커트
P00070,P00145,1,니트,스커트
P00070,P00147,1,니트,스커트
P00071,P00147,1,니트,스커트
P00073,P00145,1,니트,스커트
P00014,P00054,1,원피스,가디건
P00057,P00122,1,가디건,액세서리
P00057,P00123,1,가디건,액세서리
P00057,P00132,1,가디건,액세서리
P00006,P00082,1,원피스,청바지
P00082,P00117,1,청바지,가방
P00002,P00100,1,원피스,신발
P00002,P00139,1,원피스,스커트
P00002,P00143,1,원피스,스커트
P00073,P00128,1,니트,액세서리
P00070,P00121,1,니트,액세서리
P00070,P00127,1,니트,액세서리
P00070,P00128,1,니트,액세서리
P00072,P00123,1,니트,액세서리
P00045,P00115,1,코트,가방
P00108,P00151,1,가방,셔츠
P00111,P00151,1,가방,셔츠
P00037,P00134,1,코트,액세서리
P00036,P00123,1,코트,액세서리
P00072,P00127,1,니트,액세서리
P00072,P00128,1,니트,액세서리
P00072,P00131,1,니트,액세서리
P00073,P00121,1,니트,액세서리
P00073,P00123,1,니트,액세서리
P00073,P00127,1,니트,액세서리
P00076,P00122,1,청바지,액세서리
P00033,P00061,1,코트,니트
P00033,P00062,1,코트,니트
P00033,P00064,1,코트,니트
P00033,P00065,1,코트,니트
P00033,P00072,1,코트,니트
P00015,P00118,1,원피스,가방
P00015,P00119,1,원피스,가방
P00014,P00045,1,원피스,코트
P00032,P00115,1,코트,가방
P00004,P00104,1,원피스,신발
P00006,P00104,1,원피스,신발
P00014,P00104,1,원피스,신발
P00015,P00104,1,원피스,신발
P00062,P00139,1,니트,스커트
P00073,P00139,1,니트,스커트
P00028,P00136,1,아우터,스커트
P00008,P00123,1,원피스,액세서리
P00005,P00041,1,원피스,코트
P00005,P00045,1,원피스,코트
P00005,P00115,1,원피스,가방
P00007,P00032,1,원피스,코트
P00007,P00041,1,원피스,코트
P00011,P00032,1,원피스,코트
P00006,P00036,1,원피스,코트
P00006,P00037,1,원피스,코트
P00006,P00039,1,원피스,코트
P00006,P00040,1,원피스,코트
P00004,P00102,1,원피스,신발
P00084,P00102,1,청바지,신발
P00003,P00047,1,원피스,가디건
P00003,P00124,1,원피스,액세서리
P00006,P00042,1,원피스,코트
P00009,P00032,1,원피스,코트
P00009,P00034,1,원피스,코트
P00009,P00036,1,원피스,코트
P00009,P00037,1,원피스,코트
P00009,P00039,1,원피스,코트
P00006,P00032,1,원피스,코트
P00006,P00034,1,원피스,코트
P00119,P00151,1,가방,셔츠
P00011,P00041,1,원피스,코트
P00011,P00045,1,원피스,코트
P00011,P00115,1,원피스,가방
P00014,P00032,1,원피스,코트
P00014,P00041,1,원피스,코트
P00015,P00112,1,원피스,가방
P00006,P00041,1,원피스,코트
P00009,P00042,1,원피스,코트
P00044,P00093,1,코트,신발
P00044,P00097,1,코트,신발
P00044,P00101,1,코트,신발
P00024,P00112,1,아우터,가방
P00031,P00123,1,코트,액세서리
P00016,P00112,1,아우터,가방
P00019,P00109,1,아우터,가방
P00074,P00144,1,니트,스커트
P00074,P00146,1,니트,스커트
P00084,P00144,1,청바지,스커트
P00084,P00146,1,청바지,스커트
P00171,P00176,1,스포츠웨어,스포츠웨어
P00063,P00084,1,니트,청바지
P00009,P00040,1,원피스,코트
P00009,P00041,1,원피스,코트
P00033,P00123,1,코트,액세서리
P00029,P00136,1,아우터,스커트
P00003,P00079,1,원피스,청바지
P00065,P00150,1,니트,스커트
P00070,P00150,1,니트,스커트
P00014,P00111,1,원피스,가방
P00014,P00152,1,원피스,셔츠
P00063,P00144,1,니트,스커트
P00107,P00163,1,가방,셔츠
P00069,P00144,1,니트,스커트
P00005,P00032,1,원피스,코트
P00037,P00123,1,코트,액세서리
P00040,P00123,1,코트,액세서리
P00041,P00123,1,코트,액세서리
P00043,P00123,1,코트,액세서리
P00032,P00123,1,코트,액세서리
P00067,P00112,1,니트,가방
P00063,P00094,1,니트,신발
P00014,P00159,1,원피스,셔츠
P00111,P00152,1,가방,셔츠
P00111,P00164,1,가방,셔츠
P00051,P00142,1,가디건,스커트
P00051,P00148,1,가디건,스커트
P00054,P00137,1,가디건,스커트
P00069,P00148,1,니트,스커트
P00065,P00094,1,니트,신발
P00074,P00094,1,니트,신발
P00082,P00092,1,청바지,신발
P00080,P00119,1,청바지,가방
P00063,P00132,1,니트,액세서리
P00071,P00132,1,니트,액세서리
P00073,P00132,1,니트,액세서리
P00069,P00125,1,니트,액세서리
P00016,P00109,1,아우터,가방
P00054,P00149,1,가디건,스커트
P00166,P00173,1,스포츠웨어,스포츠웨어
P00089,P00092,1,청바지,신발
P00069,P00138,1,니트,스커트
P00069,P00140,1,니트,스커트
P00069,P00146,1,니트,스커트
P00019,P00112,1,아우터,가방
P00020,P00109,1,아우터,가방
P00020,P00112,1,아우터,가방
P00024,P00109,1,아우터,가방
P00032,P00165,1,코트,셔츠
P00040,P00165,1,코트,셔츠
P00045,P00165,1,코트,셔츠
P00069,P00122,1,니트,액세서리
P00166,P00179,1,스포츠웨어,스포츠웨어
P00046,P00153,1,가디건,셔츠
P00048,P00153,1,가디건,셔츠
P00052,P00153,1,가디건,셔츠
P00053,P00153,1,가디건,셔츠
P00055,P00153,1,가디건,셔츠
P00057,P00153,1,가디건,셔츠
P00062,P00123,1,니트,액세서리
P00054,P00061,1,가디건,니트
P00054,P00062,1,가디건,니트
P00054,P00069,1,가디건,니트
P00054,P00071,1,가디건,니트
P00072,P00148,1,니트,스커트
P00035,P00057,1,코트,가디건
P00035,P00060,1,코트,가디건
P00033,P00128,1,코트,액세서리
P00041,P00129,1,코트,액세서리
P00069,P00076,1,니트,청바지
P00082,P00116,1,청바지,가방
P00003,P00108,1,원피스,가방
P00013,P00108,1,원피스,가방
P00038,P00120,1,코트,가방
P00042,P00128,1,코트,액세서리
P00089,P00119,1,청바지,가방
P00054,P00142,1,가디건,스커트
P00054,P00145,1,가디건,스커트
P00054,P00148,1,가디건,스커트
P00051,P00137,1,가디건,스커트
P00004,P00128,1,원피스,액세서리
P00080,P00128,1,청바지,액세서리
P00084,P00128,1,청바지,액세서리
P00043,P00120,1,코트,가방
P00065,P00115,1,니트,가방
P00065,P00116,1,니트,가방
P00065,P00119,1,니트,가방
P00015,P00107,1,원피스,가방
P00002,P00089,1,원피스,청바지
P00013,P00080,1,원피스,청바지
P00013,P00088,1,원피스,청바지
P00015,P00080,1,원피스,청바지
P00013,P00075,1,원피스,니트
P00142,P00152,1,스커트,셔츠
P00005,P00056,1,원피스,가디건
P00005,P00068,1,원피스,니트
P00009,P00056,1,원피스,가디건
P00035,P00124,1,코트,액세서리
P00015,P00089,1,원피스,청바지
P00065,P00112,1,니트,가방
P00028,P00078,1,아우터,청바지
P00071,P00130,1,니트,액세서리
P00017,P00018,1,아우터,아우터
P00017,P00078,1,아우터,청바지
P00018,P00078,1,아우터,청바지
P00013,P00056,1,원피스,가디건
P00056,P00068,1,가디건,니트
P00013,P00063,1,원피스,니트
P00062,P00130,1,니트,액세서리
P00087,P00098,1,청바지,신발
P00087,P00100,1,청바지,신발
P00086,P00098,1,청바지,신발
P00086,P00100,1,청바지,신발
P00086,P00105,1,청바지,신발
P00040,P00128,1,코트,액세서리
P00023,P00078,1,아우터,청바지
P00036,P00129,1,코트,액세서리
P00045,P00126,1,코트,액세서리
P00107,P00155,1,가방,셔츠
P00107,P00160,1,가방,셔츠
P00118,P00151,1,가방,셔츠
P00118,P00153,1,가방,셔츠
P00118,P00155,1,가방,셔츠
P00085,P00174,1,청바지,스포츠웨어
P00032,P00163,1,코트,셔츠
P00033,P00109,1,코트,가방
P00033,P00113,1,코트,가방
P00033,P00163,1,코트,셔츠
P00011,P00026,1,원피스,아우터
P00035,P00126,1,코트,액세서리
P00035,P00129,1,코트,액세서리
P00036,P00124,1,코트,액세서리
P00109,P00163,1,가방,셔츠
P00051,P00061,1,가디건,니트
P00055,P00061,1,가디건,니트
P00019,P00068,1,아우터,니트
P00059,P00146,1,가디건,스커트
P00059,P00147,1,가디건,스커트
P00032,P00110,1,코트,가방
P00032,P00113,1,코트,가방
P00009,P00068,1,원피스,니트
P00011,P00056,1,원피스,가디건
P00011,P00068,1,원피스,니트
P00019,P00070,1,아우터,니트
P00019,P00071,1,아우터,니트
P00019,P00131,1,아우터,액세서리
P00068,P00131,1,니트,액세서리
P00071,P00131,1,니트,액세서리
P00044,P00069,1,코트,니트
P00062,P00125,1,니트,액세서리
P00014,P00127,1,원피스,액세서리
P00016,P00029,1,아우터,아우터
P00022,P00151,1,아우터,셔츠
P00029,P00151,1,아우터,셔츠
P00031,P00118,1,코트,가방
P00056,P00141,1,가디건,스커트
P00062,P00162,1,니트,셔츠
P00074,P00125,1,니트,액세서리
P00074,P00132,1,니트,액세서리
P00074,P00152,1,니트,셔츠
P00074,P00156,1,니트,셔츠
P00074,P00162,1,니트,셔츠
P00125,P00152,1,액세서리,셔츠
P00125,P00158,1,액세서리,셔츠
P00086,P00134,1,청바지,액세서리
P00086,P00150,1,청바지,스커트
P00123,P00150,1,액세서리,스커트
P00125,P00150,1,액세서리,스커트
P00125,P00162,1,액세서리,셔츠
P00132,P00152,1,액세서리,셔츠
P00132,P00158,1,액세서리,셔츠
P00132,P00162,1,액세서리,셔츠
P00022,P00111,1,아우터,가방
P00022,P00115,1,아우터,가방
P00017,P00027,1,아우터,아우터
P00135,P00154,1,액세서리,셔츠
P00057,P00146,1,가디건,스커트
P00057,P00147,1,가디건,스커트
P00086,P00125,1,청바지,액세서리
P00086,P00127,1,청바지,액세서리
P00005,P00138,1,원피스,스커트
P00005,P00140,1,원피스,스커트
P00106,P00140,1,가방,스커트
P00106,P00141,1,가방,스커트
P00045,P00127,1,코트,액세서리
P00045,P00135,1,코트,액세서리
P00094,P00148,1,신발,스커트
P00096,P00148,1,신발,스커트
P00003,P00101,1,원피스,신발
P00007,P00096,1,원피스,신발
P00007,P00097,1,원피스,신발
P00007,P00101,1,원피스,신발
P00061,P00076,1,니트,청바지
P00051,P00058,1,가디건,가디건
P00016,P00027,1,아우터,아우터
P00003,P00141,1,원피스,스커트
P00001,P00127,1,원피스,액세서리
P00002,P00127,1,원피스,액세서리
P00056,P00149,1,가디건,스커트
P00062,P00152,1,니트,셔츠
P00062,P00156,1,니트,셔츠
P00003,P00096,1,원피스,신발
P00003,P00097,1,원피스,신발
P00003,P00098,1,원피스,신발
P00056,P00147,1,가디건,스커트
P00056,P00148,1,가디건,스커트
P00155,P00171,1,셔츠,스포츠웨어
P00165,P00171,1,셔츠,스포츠웨어
P00033,P00075,1,코트,니트
P00035,P00075,1,코트,니트
P00036,P00075,1,코트,니트
P00005,P00142,1,원피스,스커트
P00090,P00098,1,청바지,신발
P00036,P00154,1,코트,셔츠
P00036,P00160,1,코트,셔츠
P00058,P00067,1,가디건,니트
P00168,P00177,1,스포츠웨어,스포츠웨어
P00090,P00096,1,청바지,신발
P00008,P00048,1,원피스,가디건
P00008,P00059,1,원피스,가디건
P00082,P00115,1,청바지,가방
P00088,P00115,1,청바지,가방
P00090,P00115,1,청바지,가방
P00008,P00096,1,원피스,신발
P00008,P00097,1,원피스,신발
P00008,P00101,1,원피스,신발
P00013,P00096,1,원피스,신발
P00007,P00137,1,원피스,스커트
P00012,P00108,1,원피스,가방
P00009,P00074,1,원피스,니트
P00010,P00131,1,원피스,액세서리
P00120,P00159,1,가방,셔츠
P00023,P00118,1,아우터,가방
P00008,P00122,1,원피스,액세서리
P00011,P00122,1,원피스,액세서리
P00077,P00115,1,청바지,가방
P00003,P00054,1,원피스,가디건
P00012,P00054,1,원피스,가디건
P00058,P00094,1,가디건,신발
P00058,P00096,1,가디건,신발
P00058,P00148,1,가디건,스커트
P00003,P00106,1,원피스,가방
P00003,P00138,1,원피스,스커트
P00102,P00144,1,신발,스커트
P00042,P00074,1,코트,니트
P00043,P00063,1,코트,니트
P00043,P00065,1,코트,니트
P00043,P00074,1,코트,니트
P00044,P00074,1,코트,니트
P00013,P00115,1,원피스,가방
P00041,P00063,1,코트,니트
P00041,P00074,1,코트,니트
P00066,P00149,1,니트,스커트
P00068,P00138,1,니트,스커트
P00088,P00155,1,청바지,셔츠
P00034,P00155,1,코트,셔츠
P00001,P00047,1,원피스,가디건
P00154,P00168,1,셔츠,스포츠웨어
P00154,P00170,1,셔츠,스포츠웨어
P00078,P00099,1,청바지,신발
P00076,P00155,1,청바지,셔츠
P00167,P00170,1,스포츠웨어,스포츠웨어
P00013,P00097,1,원피스,신발
P00013,P00101,1,원피스,신발
P00039,P00155,1,코트,셔츠
P00111,P00124,1,가방,액세서리
P00115,P00124,1,가방,액세서리
P00066,P00138,1,니트,스커트
P00009,P00052,1,원피스,가디건
P00012,P00031,1,원피스,코트
P00077,P00095,1,청바지,신발
P00084,P00095,1,청바지,신발
P00009,P00047,1,원피스,가디건
P00080,P00155,1,청바지,셔츠
P00084,P00155,1,청바지,셔츠
P00012,P00137,1,원피스,스커트
P00116,P00129,1,가방,액세서리
P00015,P00154,1,원피스,셔츠
P00015,P00155,1,원피스,셔츠
P00007,P00106,1,원피스,가방
P00083,P00094,1,청바지,신발
P00083,P00101,1,청바지,신발
P00090,P00158,1,청바지,셔츠
P00079,P00094,1,청바지,신발
P00004,P00086,1,원피스,청바지
P00001,P00102,1,원피스,신발
P00001,P00104,1,원피스,신발
P00001,P00153,1,원피스,셔츠
P00001,P00163,1,원피스,셔츠
P00099,P00153,1,신발,셔츠
P00115,P00129,1,가방,액세서리
P00116,P00124,1,가방,액세서리
P00002,P00140,1,원피스,스커트
P00103,P00140,1,신발,스커트
P00099,P00163,1,신발,셔츠
P00101,P00153,1,신발,셔츠
P00102,P00153,1,신발,셔츠
P00102,P00163,1,신발,셔츠
P00104,P00153,1,신발,셔츠
P00104,P00163,1,신발,셔츠
P00037,P00063,1,코트,니트
P00045,P00113,1,코트,가방
P00007,P00031,1,원피스,코트
P00085,P00099,1,청바지,신발
P00087,P00099,1,청바지,신발
P00025,P00032,1,아우터,코트
P00105,P00154,1,신발,셔츠
P00002,P00103,1,원피스,신발
P00004,P00031,1,원피스,코트
P00001,P00141,1,원피스,스커트
P00007,P00141,1,원피스,스커트
P00022,P00158,1,아우터,셔츠
P00025,P00158,1,아우터,셔츠
P00026,P00158,1,아우터,셔츠
P00063,P00157,1,니트,셔츠
P00063,P00161,1,니트,셔츠
P00013,P00045,1,원피스,코트
P00015,P00031,1,원피스,코트
P00015,P00045,1,원피스,코트
P00036,P00050,1,코트,가디건
P00036,P00060,1,코트,가디건
P00040,P00047,1,코트,가디건
P00040,P00050,1,코트,가디건
P00040,P00060,1,코트,가디건
P00028,P00131,1,아우터,액세서리
P00028,P00135,1,아우터,액세서리
P00043,P00108,1,코트,가방
P00043,P00113,1,코트,가방
P00004,P00045,1,원피스,코트
P00006,P00045,1,원피스,코트
P00009,P00045,1,원피스,코트
P00013,P00031,1,원피스,코트
P00082,P00101,1,청바지,신발
P00063,P00165,1,니트,셔츠
P00015,P00161,1,원피스,셔츠
P00015,P00162,1,원피스,셔츠
P00026,P00122,1,아우터,액세서리
P00026,P00131,1,아우터,액세서리
P00026,P00135,1,아우터,액세서리
P00028,P00122,1,아우터,액세서리
P00080,P00156,1,청바지,셔츠
P00080,P00160,1,청바지,셔츠
P00088,P00152,1,청바지,셔츠
P00088,P00156,1,청바지,셔츠
P00088,P00160,1,청바지,셔츠
P00090,P00152,1,청바지,셔츠
P00070,P00142,1,니트,스커트
P00023,P00109,1,아우터,가방
P00068,P00085,1,니트,청바지
P00015,P00142,1,원피스,스커트
P00061,P00081,1,니트,청바지
P00061,P00083,1,니트,청바지
P00064,P00081,1,니트,청바지
P00064,P00083,1,니트,청바지
P00090,P00156,1,청바지,셔츠
P00090,P00160,1,청바지,셔츠
P00035,P00116,1,코트,가방
P00043,P00112,1,코트,가방
P00168,P00173,1,스포츠웨어,스포츠웨어
P00015,P00146,1,원피스,스커트
P00066,P00081,1,니트,청바지
P00066,P00083,1,니트,청바지
P00066,P00085,1,니트,청바지
P00068,P00081,1,니트,청바지
P00063,P00163,1,니트,셔츠
P00083,P00097,1,청바지,신발
P00112,P00163,1,가방,셔츠
P00115,P00163,1,가방,셔츠
P00084,P00093,1,청바지,신발
P00084,P00094,1,청바지,신발
P00036,P00047,1,코트,가디건
P00035,P00112,1,코트,가방
P00032,P00111,1,코트,가방
P00023,P00107,1,아우터,가방
P00166,P00168,1,스포츠웨어,스포츠웨어
P00167,P00168,1,스포츠웨어,스포츠웨어
P00167,P00169,1,스포츠웨어,스포츠웨어
P00013,P00130,1,원피스,액세서리
P00013,P00133,1,원피스,액세서리
P00006,P00054,1,원피스,가디건
P00001,P00120,1,원피스,가방
P00094,P00149,1,신발,스커트
P00047,P00117,1,가디건,가방
P00047,P00119,1,가디건,가방
P00047,P00136,1,가디건,스커트
P00047,P00142,1,가디건,스커트
P00015,P00040,1,원피스,코트
P00015,P00041,1,원피스,코트
P00077,P00154,1,청바지,셔츠
P00077,P00159,1,청바지,셔츠
P00048,P00136,1,가디건,스커트
P00048,P00142,1,가디건,스커트
P00048,P00149,1,가디건,스커트
P00050,P00136,1,가디건,스커트
P00050,P00142,1,가디건,스커트
P00050,P00149,1,가디건,스커트
P00023,P00112,1,아우터,가방
P00023,P00113,1,아우터,가방
P00065,P00081,1,니트,청바지
P00065,P00083,1,니트,청바지
P00010,P00120,1,원피스,가방
P00012,P00120,1,원피스,가방
P00069,P00082,1,니트,청바지
P00069,P00083,1,니트,청바지
P00032,P00070,1,코트,니트
P00032,P00071,1,코트,니트
P00032,P00073,1,코트,니트
P00035,P00070,1,코트,니트
P00035,P00071,1,코트,니트
P00075,P00091,1,니트,신발
P00041,P00109,1,코트,가방
P00041,P00118,1,코트,가방
P00072,P00139,1,니트,스커트
P00077,P00160,1,청바지,셔츠
P00077,P00162,1,청바지,셔츠
P00079,P00154,1,청바지,셔츠
P00079,P00159,1,청바지,셔츠
P00079,P00162,1,청바지,셔츠
P00087,P00154,1,청바지,셔츠
P00087,P00159,1,청바지,셔츠
P00036,P00089,1,코트,청바지
P00036,P00151,1,코트,셔츠
P00036,P00156,1,코트,셔츠
P00087,P00162,1,청바지,셔츠
P00089,P00154,1,청바지,셔츠
P00089,P00159,1,청바지,셔츠
P00089,P00162,1,청바지,셔츠
P00018,P00025,1,아우터,아우터
P00094,P00136,1,신발,스커트
P00094,P00145,1,신발,스커트
P00002,P00092,1,원피스,신발
P00012,P00092,1,원피스,신발
P00006,P00125,1,원피스,액세서리
P00076,P00103,1,청바지,신발
P00077,P00103,1,청바지,신발
P00079,P00103,1,청바지,신발
P00032,P00118,1,코트,가방
P00032,P00119,1,코트,가방
P00034,P00109,1,코트,가방
P00034,P00111,1,코트,가방
P00034,P00118,1,코트,가방
P00034,P00119,1,코트,가방
P00107,P00150,1,가방,스커트
P00110,P00150,1,가방,스커트
P00044,P00118,1,코트,가방
P00044,P00119,1,코트,가방
P00013,P00124,1,원피스,액세서리
P00039,P00118,1,코트,가방
P00039,P00119,1,코트,가방
P00040,P00109,1,코트,가방
P00040,P00111,1,코트,가방
P00040,P00118,1,코트,가방
P00016,P00018,1,아우터,아우터
P00036,P00074,1,코트,니트
P00037,P00079,1,코트,청바지
P00039,P00074,1,코트,니트
P00039,P00079,1,코트,청바지
P00040,P00119,1,코트,가방
P00044,P00109,1,코트,가방
P00044,P00111,1,코트,가방
P00065,P00132,1,니트,액세서리
P00067,P00123,1,니트,액세서리
P00067,P00132,1,니트,액세서리
P00032,P00061,1,코트,니트
P00003,P00048,1,원피스,가디건
P00003,P00050,1,원피스,가디건
P00003,P00052,1,원피스,가디건
P00003,P00057,1,원피스,가디건
P00062,P00084,1,니트,청바지
P00007,P00046,1,원피스,가디건
P00007,P00050,1,원피스,가디건
P00007,P00053,1,원피스,가디건
P00012,P00046,1,원피스,가디건
P00058,P00074,1,가디건,니트
P00075,P00148,1,니트,스커트
P00092,P00135,1,신발,액세서리
P00005,P00099,1,원피스,신발
P00008,P00092,1,원피스,신발
P00008,P00099,1,원피스,신발
P00012,P00047,1,원피스,가디건
P00012,P00050,1,원피스,가디건
P00018,P00021,1,아우터,아우터
P00062,P00080,1,니트,청바지
P00062,P00083,1,니트,청바지
P00040,P00063,1,코트,니트
P00040,P00065,1,코트,니트
P00040,P00066,1,코트,니트
P00040,P00067,1,코트,니트
P00068,P00076,1,니트,청바지
P00068,P00082,1,니트,청바지
P00005,P00092,1,원피스,신발
P00005,P00098,1,원피스,신발
P00113,P00150,1,가방,스커트
P00114,P00150,1,가방,스커트
P00119,P00150,1,가방,스커트
P00011,P00113,1,원피스,가방
P00008,P00102,1,원피스,신발
P00013,P00092,1,원피스,신발
P00013,P00099,1,원피스,신발
P00013,P00102,1,원피스,신발
P00012,P00122,1,원피스,액세서리
P00014,P00080,1,원피스,청바지
P00014,P00122,1,원피스,액세서리
P00080,P00122,1,청바지,액세서리
P00004,P00157,1,원피스,셔츠
P00004,P00158,1,원피스,셔츠
P00004,P00160,1,원피스,셔츠
P00043,P00157,1,코트,셔츠
P00010,P00058,1,원피스,가디건
P00040,P00070,1,코트,니트
P00040,P00072,1,코트,니트
P00040,P00075,1,코트,니트
P00042,P00066,1,코트,니트
P00042,P00067,1,코트,니트
P00174,P00176,1,스포츠웨어,스포츠웨어
P00012,P00080,1,원피스,청바지
P00047,P00074,1,가디건,니트
P00044,P00066,1,코트,니트
P00044,P00067,1,코트,니트
P00044,P00070,1,코트,니트
P00044,P00072,1,코트,니트
P00044,P00075,1,코트,니트
P00010,P00046,1,원피스,가디건
P00010,P00047,1,원피스,가디건
P00092,P00145,1,신발,스커트
P00092,P00148,1,신발,스커트
P00135,P00145,1,액세서리,스커트
P00010,P00074,1,원피스,니트
P00011,P00046,1,원피스,가디건
P00011,P00058,1,원피스,가디건
P00011,P00074,1,원피스,니트
P00046,P00074,1,가디건,니트
P00070,P00137,1,니트,스커트
P00062,P00136,1,니트,스커트
P00135,P00148,1,액세서리,스커트
P00175,P00177,1,스포츠웨어,스포츠웨어
P00016,P00023,1,아우터,아우터
P00038,P00063,1,코트,니트
P00038,P00068,1,코트,니트
P00070,P00135,1,니트,액세서리
P00062,P00150,1,니트,스커트
P00068,P00136,1,니트,스커트
P00002,P00046,1,원피스,가디건
P00002,P00050,1,원피스,가디건
P00025,P00113,1,아우터,가방
P00048,P00096,1,가디건,신발
P00056,P00096,1,가디건,신발
P00069,P00137,1,니트,스커트
P00002,P00115,1,원피스,가방
P00002,P00120,1,원피스,가방
P00046,P00109,1,가디건,가방
P00046,P00115,1,가디건,가방
P00046,P00120,1,가디건,가방
P00047,P00109,1,가디건,가방
P00047,P00115,1,가디건,가방
P00047,P00120,1,가디건,가방
P00077,P00156,1,청바지,셔츠
P00077,P00164,1,청바지,셔츠
P00083,P00164,1,청바지,셔츠
P00176,P00180,1,스포츠웨어,스포츠웨어
P00090,P00100,1,청바지,신발
P00167,P00179,1,스포츠웨어,스포츠웨어
P00042,P00070,1,코트,니트
P00042,P00072,1,코트,니트
P00082,P00129,1,청바지,액세서리
P00083,P00129,1,청바지,액세서리
P00043,P00164,1,코트,셔츠
P00023,P00079,1,아우터,청바지
P00025,P00029,1,아우터,아우터
P00025,P00079,1,아우터,청바지
P00029,P00079,1,아우터,청바지
P00026,P00075,1,아우터,니트
P00003,P00110,1,원피스,가방
P00003,P00118,1,원피스,가방
P00050,P00109,1,가디건,가방
P00050,P00115,1,가디건,가방
P00050,P00120,1,가디건,가방
P00064,P00142,1,니트,스커트
P00076,P00100,1,청바지,신발
P00077,P00129,1,청바지,액세서리
P00171,P00174,1,스포츠웨어,스포츠웨어
P00171,P00180,1,스포츠웨어,스포츠웨어
P00012,P00165,1,원피스,셔츠
P00070,P00086,1,니트,청바지
P00070,P00122,1,니트,액세서리
P00066,P00144,1,니트,스커트
P00067,P00142,1,니트,스커트
P00067,P00144,1,니트,스커트
P00086,P00122,1,청바지,액세서리
P00086,P00135,1,청바지,액세서리
P00080,P00117,1,청바지,가방
P00080,P00120,1,청바지,가방
P00083,P00117,1,청바지,가방
P00083,P00120,1,청바지,가방
P00014,P00110,1,원피스,가방
P00014,P00118,1,원피스,가방
P00004,P00053,1,원피스,가디건
P00014,P00053,1,원피스,가디건
P00015,P00053,1,원피스,가디건
P00093,P00137,1,신발,스커트
P00093,P00141,1,신발,스커트
P00055,P00149,1,가디건,스커트
P00057,P00136,1,가디건,스커트
P00057,P00140,1,가디건,스커트
P00105,P00141,1,신발,스커트
P00105,P00148,1,신발,스커트
P00093,P00148,1,신발,스커트
P00097,P00137,1,신발,스커트
P00097,P00141,1,신발,스커트
P00097,P00148,1,신발,스커트
P00101,P00137,1,신발,스커트
P00101,P00148,1,신발,스커트
P00032,P00128,1,코트,액세서리
P00039,P00060,1,코트,가디건
P00041,P00060,1,코트,가디건
P00045,P00060,1,코트,가디건
P00035,P00072,1,코트,니트
P00104,P00137,1,신발,스커트
P00104,P00141,1,신발,스커트
P00105,P00137,1,신발,스커트
P00050,P00071,1,가디건,니트
P00052,P00063,1,가디건,니트
P00052,P00066,1,가디건,니트
P00052,P00071,1,가디건,니트
P00064,P00144,1,니트,스커트
P00066,P00142,1,니트,스커트
P00066,P00143,1,니트,스커트
P00032,P00060,1,코트,가디건
P00050,P00066,1,가디건,니트
P00125,P00153,1,액세서리,셔츠
P00125,P00160,1,액세서리,셔츠
P00125,P00161,1,액세서리,셔츠
P00128,P00153,1,액세서리,셔츠
P00128,P00156,1,액세서리,셔츠
P00128,P00160,1,액세서리,셔츠
P00121,P00156,1,액세서리,셔츠
P00058,P00136,1,가디건,스커트
P00058,P00146,1,가디건,스커트
P00001,P00107,1,원피스,가방
P00049,P00118,1,가디건,가방
P00128,P00161,1,액세서리,셔츠
P00132,P00160,1,액세서리,셔츠
P00132,P00161,1,액세서리,셔츠
P00050,P00063,1,가디건,니트
P00055,P00136,1,가디건,스커트
P00077,P00134,1,청바지,액세서리
P00050,P00127,1,가디건,액세서리
P00050,P00128,1,가디건,액세서리
P00050,P00129,1,가디건,액세서리
P00049,P00136,1,가디건,스커트
P00049,P00140,1,가디건,스커트
P00054,P00136,1,가디건,스커트
P00057,P00145,1,가디건,스커트
P00057,P00149,1,가디건,스커트
P00036,P00106,1,코트,가방
P00036,P00110,1,코트,가방
P00049,P00145,1,가디건,스커트
P00049,P00149,1,가디건,스커트
P00051,P00136,1,가디건,스커트
P00051,P00140,1,가디건,스커트
P00109,P00162,1,가방,셔츠
P00036,P00114,1,코트,가방
P00036,P00116,1,코트,가방
P00040,P00106,1,코트,가방
P00040,P00114,1,코트,가방
P00068,P00158,1,니트,셔츠
P00068,P00159,1,니트,셔츠
P00005,P00044,1,원피스,코트
P00094,P00117,1,신발,가방
P00094,P00118,1,신발,가방
P00044,P00106,1,코트,가방
P00044,P00114,1,코트,가방
P00044,P00116,1,코트,가방
P00045,P00114,1,코트,가방
P00045,P00116,1,코트,가방
P00109,P00156,1,가방,셔츠
P00002,P00097,1,원피스,신발
P00002,P00098,1,원피스,신발
P00109,P00165,1,가방,셔츠
P00110,P00156,1,가방,셔츠
P00110,P00165,1,가방,셔츠
P00091,P00180,1,신발,스포츠웨어
P00094,P00180,1,신발,스포츠웨어
P00096,P00180,1,신발,스포츠웨어
P00121,P00160,1,액세서리,셔츠
P00121,P00161,1,액세서리,셔츠
P00073,P00095,1,니트,신발
