customerId,totalAmount12m,salesGrowthPct,revenue_2025_07,revenue_2025_08,revenue_2025_09,revenue_2025_10,revenue_2025_11,revenue_2025_12,revenue_2026_01,revenue_2026_02,revenue_2026_03,revenue_2026_04,revenue_2026_05,revenue_2026_06
CUST00574,47000,0.0,9000,8000,6000,8000,9000,7000,0,0,0,0,0,0
CUST00575,105000,0.0,23000,23000,16000,18000,25000,0,0,0,0,0,0,0
CUST00576,1207000,-14.4,83000,101000,81000,116000,87000,119000,93000,128000,113000,130000,156000,0
CUST00577,103000,-100.0,16000,12000,15000,14000,16000,14000,16000,0,0,0,0,0
CUST00578,737000,-57.1,57000,75000,83000,85000,68000,86000,70000,65000,63000,85000,0,0
CUST00579,147000,-100.0,25000,27000,20000,16000,15000,17000,16000,11000,0,0,0,0
CUST00580,310000,-32.5,35000,31000,27000,20000,32000,26000,26000,28000,29000,27000,29000,0
CUST00581,195000,-69.1,20000,24000,20000,18000,21000,20000,21000,17000,17000,17000,0,0
CUST00582,586000,-30.4,48000,47000,63000,55000,48000,57000,47000,55000,56000,53000,57000,0
CUST00583,1062000,-2.6,76000,78000,102000,89000,92000,96000,88000,112000,68000,75000,85000,101000
CUST00584,581000,-69.1,44000,59000,53000,57000,67000,47000,60000,69000,65000,60000,0,0
CUST00585,19000,0.0,3000,4000,3000,3000,3000,3000,0,0,0,0,0,0
CUST00586,435000,-7.7,33000,46000,29000,31000,32000,39000,41000,38000,38000,41000,38000,29000
CUST00587,572000,-31.0,46000,52000,40000,77000,43000,47000,60000,51000,47000,48000,61000,0
CUST00588,1117000,-30.6,84000,105000,100000,93000,105000,105000,90000,120000,100000,110000,105000,0
CUST00589,852000,-30.1,72000,70000,78000,69000,62000,83000,89000,72000,85000,76000,96000,0
CUST00590,1590000,16.6,116000,104000,120000,173000,99000,103000,126000,132000,146000,144000,147000,180000
CUST00591,20000,-80.0,3000,3000,2000,2000,2000,2000,2000,2000,1000,1000,0,0
CUST00592,689000,-41.6,66000,59000,57000,58000,54000,64000,45000,89000,75000,60000,62000,0
CUST00593,1492000,-17.6,79000,161000,96000,106000,99000,163000,150000,137000,145000,181000,175000,0
CUST00594,99000,-71.9,11000,12000,9000,8000,8000,10000,11000,11000,10000,9000,0,0
CUST00595,2494000,39.0,152000,166000,173000,204000,143000,246000,179000,175000,236000,248000,259000,313000
CUST00596,150000,-37.5,16000,15000,13000,14000,14000,13000,15000,14000,11000,13000,12000,0
CUST00597,274000,-67.1,32000,37000,24000,25000,24000,27000,24000,27000,28000,26000,0,0
CUST00598,121000,-25.8,11000,14000,10000,15000,9000,8000,9000,12000,10000,11000,12000,0
CUST00599,4000,0.0,1000,1000,1000,1000,0,0,0,0,0,0,0,0
CUST00600,780000,-35.2,66000,49000,67000,82000,66000,66000,89000,67000,77000,78000,73000,0
CUST00601,4347000,36.5,327000,323000,304000,389000,334000,319000,318000,323000,353000,469000,460000,428000
CUST00602,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
CUST00603,98000,-100.0,14000,13000,11000,14000,11000,10000,12000,13000,0,0,0,0
CUST00604,394000,-100.0,70000,65000,51000,58000,31000,41000,36000,42000,0,0,0,0
CUST00605,17000,-100.0,2000,2000,2000,2000,2000,2000,2000,2000,1000,0,0,0
CUST00606,110000,0.0,22000,20000,15000,21000,14000,18000,0,0,0,0,0,0
CUST00607,536000,-60.1,48000,51000,61000,49000,57000,63000,51000,56000,41000,59000,0,0
CUST00608,2924000,14.9,142000,150000,169000,250000,182000,237000,214000,356000,265000,257000,400000,302000
CUST00609,760000,3.6,82000,84000,77000,65000,66000,50000,60000,58000,47000,52000,60000,59000
CUST00610,74000,-31.8,5000,6000,6000,8000,6000,6000,7000,9000,6000,8000,7000,0
CUST00611,165000,-68.8,15000,17000,17000,18000,15000,20000,17000,16000,15000,15000,0,0
CUST00612,620000,3.2,44000,38000,73000,53000,38000,53000,47000,51000,60000,47000,52000,64000
CUST00613,72000,0.0,25000,18000,17000,12000,0,0,0,0,0,0,0,0
CUST00614,10000,0.0,2000,2000,2000,2000,1000,1000,0,0,0,0,0,0
CUST00615,1285000,-25.7,73000,100000,110000,92000,114000,104000,137000,108000,152000,136000,159000,0
CUST00616,244000,-100.0,41000,30000,28000,37000,36000,24000,28000,20000,0,0,0,0
CUST00617,77000,-100.0,11000,10000,12000,11000,9000,9000,7000,8000,0,0,0,0
CUST00618,1319000,7.7,125000,106000,100000,105000,126000,86000,112000,109000,102000,136000,107000,105000
CUST00619,7495000,19.6,543000,659000,514000,519000,447000,592000,621000,635000,666000,837000,831000,631000
CUST00620,3608000,34.3,123000,181000,212000,228000,264000,294000,283000,469000,232000,517000,378000,427000
CUST00621,12000,-100.0,1000,2000,2000,1000,1000,2000,1000,1000,1000,0,0,0
CUST00622,583000,-65.4,57000,55000,58000,67000,53000,52000,60000,50000,69000,62000,0,0
CUST00623,21000,-100.0,3000,3000,3000,3000,2000,3000,2000,2000,0,0,0,0
CUST00624,1077000,4.5,89000,103000,88000,107000,89000,106000,91000,81000,70000,98000,77000,78000
CUST00625,463000,-100.0,74000,60000,42000,54000,60000,43000,49000,34000,47000,0,0,0
CUST00626,188000,-2.2,15000,15000,19000,21000,15000,14000,15000,15000,15000,15000,15000,14000
CUST00627,410000,-100.0,41000,51000,54000,43000,39000,45000,39000,50000,48000,0,0,0
CUST00628,1969000,16.8,106000,96000,184000,142000,123000,130000,142000,176000,230000,207000,215000,218000
CUST00629,1076000,-61.7,70000,76000,98000,115000,98000,113000,106000,115000,145000,140000,0,0
CUST00630,68000,0.0,13000,14000,15000,13000,13000,0,0,0,0,0,0,0
CUST00631,80000,-100.0,11000,13000,10000,9000,7000,9000,10000,11000,0,0,0,0
CUST00632,16000,-100.0,3000,3000,2000,1000,2000,2000,1000,2000,0,0,0,0
CUST00633,7507000,29.2,286000,330000,464000,429000,566000,663000,651000,719000,711000,705000,1006000,977000
CUST00634,743000,-26.5,62000,53000,60000,60000,65000,63000,64000,85000,70000,90000,71000,0
CUST00635,4697000,46.5,174000,203000,265000,385000,326000,354000,355000,416000,442000,449000,633000,695000
CUST00636,2452000,41.9,155000,202000,132000,183000,172000,188000,200000,231000,156000,246000,253000,334000
CUST00637,374000,18.7,27000,26000,31000,34000,27000,30000,32000,22000,37000,37000,32000,39000
CUST00638,122000,-100.0,14000,15000,13000,18000,14000,13000,15000,20000,0,0,0,0
CUST00639,66000,-100.0,9000,10000,8000,9000,7000,8000,7000,8000,0,0,0,0
CUST00640,50000,-100.0,7000,7000,7000,4000,6000,6000,5000,5000,3000,0,0,0
CUST00641,8000,-100.0,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0
CUST00642,8000,-100.0,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0
CUST00643,2146000,-0.5,124000,112000,150000,155000,143000,149000,201000,181000,276000,200000,273000,182000
CUST00644,161000,-34.9,14000,13000,20000,14000,15000,14000,14000,16000,13000,16000,12000,0
CUST00645,662000,6.6,54000,46000,46000,47000,46000,49000,57000,65000,59000,58000,70000,65000
CUST00646,29000,0.0,5000,6000,7000,4000,3000,4000,0,0,0,0,0,0
CUST00647,786000,7.9,59000,40000,47000,69000,54000,72000,55000,74000,85000,76000,73000,82000
CUST00648,994000,-43.5,105000,101000,72000,95000,93000,93000,102000,97000,79000,84000,73000,0
CUST00649,303000,14.6,22000,23000,26000,20000,19000,17000,36000,23000,23000,39000,24000,31000
CUST00650,1862000,34.0,106000,143000,134000,224000,178000,155000,112000,148000,134000,144000,183000,201000
CUST00651,89000,-9.5,11000,8000,7000,8000,6000,9000,8000,6000,7000,7000,6000,6000
CUST00652,99000,-100.0,16000,14000,13000,11000,11000,10000,8000,9000,7000,0,0,0
CUST00653,112000,-30.0,8000,10000,9000,11000,10000,13000,12000,10000,8000,10000,11000,0
CUST00654,851000,8.7,81000,78000,75000,68000,60000,80000,61000,77000,58000,71000,61000,81000
CUST00655,250000,-100.0,41000,37000,26000,32000,24000,21000,24000,20000,25000,0,0,0
CUST00656,260000,-39.2,21000,24000,29000,26000,20000,21000,27000,22000,25000,24000,21000,0
CUST00657,116000,-100.0,13000,16000,14000,14000,13000,12000,12000,10000,12000,0,0,0
CUST00658,251000,-68.1,31000,19000,26000,29000,26000,25000,28000,24000,20000,23000,0,0
CUST00659,354000,-18.7,32000,33000,33000,35000,24000,32000,32000,29000,30000,26000,24000,24000
CUST00660,204000,-26.9,23000,22000,22000,17000,14000,16000,17000,15000,20000,16000,22000,0
CUST00661,774000,8.1,64000,73000,60000,64000,74000,54000,58000,61000,66000,72000,69000,59000
CUST00662,19000,0.0,3000,3000,4000,3000,3000,3000,0,0,0,0,0,0
CUST00663,2165000,-34.6,196000,195000,162000,168000,185000,207000,253000,167000,216000,201000,215000,0
CUST00664,4177000,25.2,311000,256000,293000,276000,297000,370000,314000,353000,387000,388000,519000,413000
CUST00665,527000,18.7,38000,44000,35000,39000,38000,40000,48000,30000,56000,43000,60000,56000
CUST00666,26000,0.0,5000,4000,4000,5000,5000,3000,0,0,0,0,0,0
CUST00667,12000,0.0,3000,4000,3000,2000,0,0,0,0,0,0,0,0
CUST00668,201000,-69.3,19000,18000,15000,17000,15000,19000,22000,24000,29000,23000,0,0
CUST00669,11000,-33.3,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0
CUST00670,2419000,-31.0,207000,195000,209000,220000,182000,238000,232000,231000,228000,237000,240000,0
CUST00671,2998000,4.4,261000,207000,225000,195000,210000,269000,191000,261000,346000,322000,267000,244000
CUST00672,750000,-5.4,59000,69000,58000,60000,77000,67000,69000,51000,65000,64000,59000,52000
CUST00673,97000,0.0,20000,16000,20000,14000,12000,15000,0,0,0,0,0,0
CUST00674,4000,0.0,1000,1000,1000,1000,0,0,0,0,0,0,0,0
CUST00675,104000,43.5,10000,8000,8000,6000,9000,7000,7000,7000,9000,10000,12000,11000
CUST00676,763000,-42.7,55000,60000,61000,60000,57000,72000,71000,98000,84000,69000,76000,0
CUST00677,14000,-100.0,3000,1000,2000,2000,2000,1000,1000,2000,0,0,0,0
CUST00678,319000,-22.0,28000,23000,23000,37000,33000,29000,25000,32000,25000,35000,29000,0
CUST00679,325000,8.0,18000,26000,19000,18000,28000,35000,21000,39000,27000,32000,29000,33000
CUST00680,1475000,14.2,131000,97000,92000,139000,135000,95000,125000,101000,141000,131000,121000,167000
CUST00681,21905000,34.8,990000,806000,1154000,1314000,1744000,1809000,1724000,1728000,2548000,2512000,2634000,2942000
CUST00682,1586000,-29.7,125000,115000,141000,127000,122000,130000,144000,179000,162000,196000,145000,0
CUST00683,5252000,50.0,208000,295000,331000,376000,488000,334000,418000,388000,482000,777000,499000,656000
CUST00684,1349000,-23.0,128000,103000,133000,132000,95000,110000,127000,134000,105000,144000,138000,0
CUST00685,878000,-63.0,69000,103000,52000,86000,83000,85000,92000,87000,113000,108000,0,0
CUST00686,228000,-44.4,15000,16000,17000,21000,19000,28000,25000,28000,19000,18000,22000,0
CUST00687,659000,-46.8,71000,64000,56000,45000,73000,65000,56000,71000,59000,53000,46000,0
CUST00688,13000,0.0,13000,0,0,0,0,0,0,0,0,0,0,0
CUST00689,40000,0.0,8000,8000,5000,7000,7000,5000,0,0,0,0,0,0
CUST00690,1231000,-34.6,93000,123000,129000,95000,122000,95000,120000,124000,103000,135000,92000,0
CUST00691,123000,-65.9,10000,13000,13000,11000,10000,11000,11000,16000,14000,14000,0,0
CUST00692,132000,-100.0,16000,16000,14000,13000,13000,17000,14000,14000,15000,0,0,0
CUST00693,606000,-17.6,48000,35000,65000,39000,64000,45000,67000,46000,57000,53000,42000,45000
CUST00694,555000,-16.0,35000,46000,34000,58000,63000,54000,43000,55000,46000,53000,68000,0
CUST00695,297000,-72.3,37000,33000,26000,34000,30000,31000,25000,34000,24000,23000,0,0
CUST00696,409000,-100.0,49000,56000,45000,45000,41000,47000,46000,38000,42000,0,0,0
CUST00697,17000,-100.0,2000,3000,3000,3000,2000,2000,2000,0,0,0,0,0
CUST00698,969000,14.5,63000,68000,69000,57000,92000,86000,100000,67000,82000,94000,93000,98000
CUST00699,252000,-59.7,21000,28000,21000,22000,28000,24000,23000,25000,29000,31000,0,0
CUST00700,1977000,-70.5,239000,225000,234000,184000,187000,218000,192000,159000,182000,157000,0,0
CUST00701,173000,5.1,15000,14000,17000,14000,14000,19000,15000,13000,11000,17000,10000,14000
CUST00702,736000,-61.1,74000,79000,63000,68000,72000,73000,61000,71000,89000,86000,0,0
CUST00703,1163000,-41.9,97000,83000,90000,111000,127000,97000,105000,131000,117000,102000,103000,0
CUST00704,12000,-33.3,1000,1000,1000,2000,1000,1000,1000,1000,1000,1000,1000,0
CUST00705,726000,28.7,49000,49000,52000,55000,53000,61000,60000,61000,57000,80000,63000,86000
CUST00706,315000,-33.3,36000,28000,26000,31000,34000,25000,28000,28000,25000,22000,32000,0
CUST00707,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
CUST00708,24000,-100.0,5000,3000,5000,3000,3000,3000,2000,0,0,0,0,0
CUST00709,1247000,-24.9,97000,128000,125000,123000,136000,125000,106000,94000,93000,111000,109000,0
CUST00710,123000,13.8,10000,10000,9000,11000,11000,10000,8000,9000,12000,11000,13000,9000
CUST00711,130000,0.0,29000,22000,16000,22000,22000,19000,0,0,0,0,0,0
CUST00712,636000,-21.7,49000,50000,51000,60000,65000,49000,58000,62000,55000,67000,70000,0
CUST00713,22000,0.0,5000,5000,5000,3000,4000,0,0,0,0,0,0,0
CUST00714,19000,0.0,3000,3000,4000,3000,4000,2000,0,0,0,0,0,0
CUST00715,36000,-100.0,5000,5000,4000,5000,6000,4000,3000,4000,0,0,0,0
CUST00716,1600000,-1.6,140000,118000,101000,113000,118000,149000,162000,139000,133000,107000,181000,139000
CUST00717,336000,13.3,21000,23000,29000,31000,29000,26000,32000,26000,25000,34000,28000,32000
CUST00718,2323000,4.5,154000,147000,182000,213000,198000,202000,195000,190000,215000,187000,217000,223000
CUST00719,158000,-27.9,12000,14000,17000,14000,12000,15000,13000,15000,15000,17000,14000,0
CUST00720,136000,0.0,31000,21000,22000,20000,24000,18000,0,0,0,0,0,0
CUST00721,647000,-4.0,47000,45000,51000,55000,44000,58000,55000,57000,65000,48000,54000,68000
CUST00722,622000,-24.0,46000,50000,50000,47000,57000,64000,49000,68000,58000,70000,63000,0
CUST00723,3368000,11.2,248000,204000,202000,222000,260000,278000,276000,303000,346000,377000,320000,332000
CUST00724,39000,-100.0,6000,7000,5000,5000,4000,4000,4000,4000,0,0,0,0
CUST00725,2737000,18.7,126000,135000,157000,202000,209000,233000,232000,230000,304000,225000,369000,315000
CUST00726,9880000,19.1,543000,526000,817000,615000,744000,578000,930000,957000,878000,974000,725000,1593000
CUST00727,265000,-22.2,25000,25000,16000,24000,21000,26000,30000,22000,20000,30000,26000,0
CUST00728,5971000,23.0,308000,326000,343000,570000,359000,482000,505000,587000,515000,527000,558000,891000
CUST00729,215000,9.1,15000,15000,19000,13000,18000,20000,15000,21000,19000,16000,22000,22000
CUST00730,418000,-43.1,49000,39000,45000,44000,39000,31000,36000,41000,32000,35000,27000,0
CUST00731,440000,-44.1,37000,60000,34000,31000,40000,40000,45000,40000,42000,39000,32000,0
CUST00732,1291000,-4.1,70000,67000,98000,96000,78000,108000,114000,151000,130000,132000,124000,123000
CUST00733,7250000,4.1,347000,402000,420000,451000,622000,508000,756000,724000,725000,709000,651000,935000
CUST00734,501000,-25.6,38000,47000,50000,37000,42000,55000,37000,47000,49000,45000,54000,0
CUST00735,1058000,27.2,82000,73000,70000,81000,83000,92000,87000,87000,80000,121000,98000,104000
CUST00736,139000,-74.4,18000,18000,14000,12000,14000,14000,13000,11000,15000,10000,0,0
CUST00737,73000,-16.7,6000,8000,6000,7000,7000,6000,7000,5000,6000,5000,5000,5000
CUST00738,219000,-8.2,14000,19000,16000,21000,15000,17000,20000,20000,21000,18000,21000,17000
CUST00739,475000,7.8,35000,35000,42000,30000,32000,35000,43000,43000,42000,51000,45000,42000
CUST00740,1700000,-7.3,142000,143000,154000,107000,151000,155000,163000,149000,128000,162000,246000,0
CUST00741,17739000,51.4,918000,806000,694000,930000,1380000,1077000,1227000,1327000,2193000,2257000,2243000,2687000
CUST00742,6369000,20.9,287000,390000,366000,493000,474000,558000,458000,640000,623000,749000,644000,687000
CUST00743,22000,0.0,6000,5000,6000,5000,0,0,0,0,0,0,0,0
CUST00744,6987000,64.9,310000,320000,397000,423000,535000,559000,526000,486000,665000,939000,1062000,765000
CUST00745,200000,-30.0,16000,15000,16000,14000,18000,19000,17000,22000,21000,24000,18000,0
CUST00746,690000,-26.6,49000,50000,67000,54000,60000,58000,72000,63000,68000,75000,74000,0
CUST00747,965000,-16.6,76000,78000,110000,74000,91000,72000,82000,91000,80000,68000,79000,64000
CUST00748,316000,-45.7,30000,32000,25000,25000,28000,34000,32000,29000,31000,24000,26000,0
CUST00749,24000,-100.0,3000,3000,2000,3000,3000,3000,2000,3000,2000,0,0,0
CUST00750,116000,-76.5,15000,11000,12000,12000,12000,12000,11000,10000,13000,8000,0,0
CUST00751,602000,-57.7,49000,51000,44000,57000,50000,72000,59000,63000,74000,83000,0,0
CUST00752,1505000,-1.8,129000,90000,119000,91000,127000,158000,111000,136000,152000,145000,126000,121000
CUST00753,114000,-72.7,15000,13000,10000,14000,11000,9000,12000,10000,11000,9000,0,0
CUST00754,1220000,3.1,122000,95000,124000,89000,94000,115000,111000,90000,85000,112000,93000,90000
CUST00755,601000,-24.9,42000,53000,43000,63000,61000,43000,58000,58000,53000,61000,66000,0
CUST00756,463000,-67.2,56000,41000,46000,53000,40000,45000,44000,46000,47000,45000,0,0
CUST00757,289000,-18.3,22000,21000,24000,27000,24000,22000,32000,23000,27000,33000,34000,0
CUST00758,20000,0.0,5000,4000,3000,4000,4000,0,0,0,0,0,0,0
CUST00759,63000,12.5,4000,4000,5000,4000,5000,7000,4000,6000,6000,7000,5000,6000
CUST00760,489000,-21.2,44000,46000,46000,49000,26000,42000,44000,49000,39000,52000,52000,0
CUST00761,47000,-100.0,5000,6000,7000,4000,6000,4000,5000,5000,5000,0,0,0
CUST00762,932000,-7.3,90000,90000,78000,77000,82000,64000,71000,78000,85000,78000,68000,71000
CUST00763,17378000,52.3,881000,836000,1152000,1320000,1418000,1179000,1427000,1398000,1374000,1636000,1864000,2893000
CUST00764,10266000,60.6,472000,479000,686000,556000,743000,522000,817000,685000,1110000,1155000,1464000,1577000
CUST00765,56000,-100.0,8000,7000,7000,6000,5000,6000,6000,6000,5000,0,0,0
CUST00766,4932000,30.1,272000,367000,387000,263000,322000,406000,391000,477000,399000,485000,578000,585000
CUST00767,1692000,43.4,120000,121000,101000,102000,138000,122000,132000,110000,164000,187000,209000,186000
CUST00768,2379000,16.6,170000,164000,148000,186000,190000,206000,191000,193000,223000,247000,182000,279000
CUST00769,2487000,13.3,172000,184000,237000,154000,181000,215000,206000,202000,222000,218000,191000,305000
CUST00770,649000,-32.5,72000,66000,61000,74000,51000,67000,52000,47000,55000,55000,49000,0
CUST00771,113000,-39.3,11000,13000,10000,12000,11000,11000,10000,8000,10000,9000,8000,0
CUST00772,586000,-70.8,74000,74000,52000,59000,61000,49000,56000,55000,57000,49000,0,0
CUST00773,264000,1.5,24000,19000,21000,23000,21000,25000,21000,20000,24000,17000,24000,25000
CUST00774,21000,-100.0,4000,3000,3000,3000,2000,2000,2000,2000,0,0,0,0
CUST00775,709000,17.0,62000,58000,55000,55000,52000,69000,52000,53000,60000,83000,61000,49000
CUST00776,178000,-100.0,27000,27000,32000,24000,23000,25000,20000,0,0,0,0,0
CUST00777,116000,-75.0,13000,11000,11000,12000,12000,12000,13000,14000,9000,9000,0,0
CUST00778,942000,18.0,62000,67000,70000,67000,79000,89000,71000,88000,74000,92000,88000,95000
CUST00779,35000,-100.0,5000,4000,5000,5000,4000,3000,5000,4000,0,0,0,0
CUST00780,5000,0.0,1000,1000,1000,1000,1000,0,0,0,0,0,0,0
CUST00781,58000,-70.6,7000,6000,6000,7000,6000,4000,5000,7000,5000,5000,0,0
CUST00782,45000,-100.0,6000,5000,9000,7000,4000,6000,4000,4000,0,0,0,0
CUST00783,1187000,-24.3,137000,90000,117000,104000,98000,142000,98000,81000,105000,105000,110000,0
CUST00784,1095000,-29.2,90000,83000,112000,133000,85000,100000,103000,87000,98000,100000,104000,0
CUST00785,40000,10.0,4000,4000,3000,3000,2000,3000,3000,3000,4000,4000,3000,4000
CUST00786,81000,-28.6,7000,7000,8000,6000,10000,7000,6000,7000,8000,7000,8000,0
CUST00787,38000,-100.0,5000,6000,5000,5000,4000,5000,5000,3000,0,0,0,0
CUST00788,534000,-41.2,55000,49000,50000,41000,57000,39000,49000,67000,37000,40000,50000,0
CUST00789,85000,0.0,22000,17000,15000,16000,15000,0,0,0,0,0,0,0
CUST00790,739000,-41.2,61000,63000,63000,59000,84000,74000,78000,72000,61000,58000,66000,0
CUST00791,575000,16.0,38000,32000,45000,45000,36000,55000,48000,47000,55000,51000,64000,59000
CUST00792,1823000,-24.8,156000,163000,182000,143000,203000,128000,139000,182000,163000,206000,158000,0
CUST00793,1630000,58.0,135000,88000,99000,152000,103000,137000,121000,105000,129000,165000,216000,180000
CUST00794,10909000,20.6,447000,472000,668000,938000,812000,882000,871000,1065000,1097000,1140000,1096000,1421000
CUST00795,5568000,27.2,351000,283000,327000,428000,365000,486000,524000,416000,525000,680000,706000,477000
CUST00796,126000,-60.5,10000,13000,13000,10000,14000,13000,11000,13000,14000,15000,0,0
CUST00797,9295000,25.9,894000,596000,687000,635000,799000,690000,715000,760000,736000,1109000,671000,1003000
CUST00798,258000,-100.0,35000,26000,25000,27000,19000,41000,23000,25000,37000,0,0,0
CUST00799,32000,-100.0,6000,3000,3000,4000,3000,4000,3000,3000,3000,0,0,0
CUST00800,219000,-100.0,24000,20000,28000,24000,29000,20000,25000,26000,23000,0,0,0
CUST00801,10000,0.0,2000,2000,2000,2000,1000,1000,0,0,0,0,0,0
CUST00802,981000,-31.2,93000,99000,87000,99000,86000,100000,75000,90000,82000,103000,67000,0
CUST00803,27000,0.0,5000,4000,5000,5000,4000,4000,0,0,0,0,0,0
CUST00804,1387000,-20.6,101000,131000,135000,143000,104000,111000,146000,118000,105000,148000,145000,0
CUST00805,1246000,23.9,49000,50000,74000,101000,102000,120000,73000,121000,141000,142000,122000,151000
CUST00806,8473000,16.8,384000,391000,609000,406000,525000,750000,798000,898000,798000,807000,1257000,850000
CUST00807,178000,-64.3,23000,16000,16000,12000,18000,17000,16000,23000,17000,20000,0,0
CUST00808,1223000,-40.3,98000,89000,103000,114000,121000,107000,112000,141000,117000,133000,88000,0
CUST00809,1141000,-63.9,85000,128000,102000,125000,114000,82000,111000,145000,115000,134000,0,0
CUST00810,91000,-100.0,14000,11000,16000,12000,11000,10000,10000,7000,0,0,0,0
CUST00811,3852000,-2.8,270000,281000,311000,366000,305000,239000,319000,395000,341000,311000,358000,356000
CUST00812,1592000,8.3,142000,132000,109000,149000,121000,114000,154000,145000,97000,147000,152000,130000
CUST00813,11000,0.0,3000,2000,2000,2000,2000,0,0,0,0,0,0,0
CUST00814,1867000,-24.6,175000,160000,176000,173000,162000,195000,150000,155000,166000,169000,186000,0
CUST00815,8671000,32.9,447000,476000,549000,541000,553000,647000,628000,916000,799000,1211000,916000,988000
CUST00816,67000,-100.0,10000,11000,9000,10000,9000,10000,8000,0,0,0,0,0
CUST00817,256000,-47.5,39000,28000,32000,24000,25000,18000,17000,17000,25000,17000,14000,0
CUST00818,94000,-34.8,10000,10000,9000,8000,9000,10000,8000,8000,7000,8000,7000,0
CUST00819,1093000,-29.5,107000,86000,102000,75000,103000,95000,115000,78000,115000,127000,90000,0
CUST00820,413000,-26.5,30000,33000,45000,38000,38000,33000,44000,37000,32000,35000,48000,0
CUST00821,8105000,13.3,422000,516000,508000,463000,675000,622000,716000,709000,872000,766000,860000,976000
CUST00822,1378000,-30.3,88000,95000,82000,106000,107000,155000,133000,132000,174000,143000,163000,0
CUST00823,517000,-67.5,39000,52000,50000,56000,70000,46000,49000,59000,46000,50000,0,0
CUST00824,2035000,-17.3,140000,208000,157000,180000,211000,189000,186000,166000,168000,205000,225000,0
CUST00825,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
CUST00826,10009000,61.1,624000,603000,669000,754000,740000,718000,696000,912000,652000,1122000,1219000,1300000
CUST00827,65000,-31.6,6000,6000,5000,5000,5000,6000,6000,6000,7000,6000,7000,0
CUST00828,148000,16.7,15000,9000,12000,13000,8000,13000,14000,11000,11000,13000,13000,16000
CUST00829,7000,-100.0,1000,1000,1000,1000,0,1000,0,1000,1000,0,0,0
CUST00830,2265000,24.0,202000,158000,171000,165000,188000,187000,183000,178000,172000,179000,227000,255000
CUST00831,620000,-4.6,44000,46000,39000,52000,59000,42000,58000,63000,52000,62000,50000,53000
CUST00832,67000,-15.8,6000,6000,5000,4000,6000,5000,7000,7000,5000,9000,7000,0
CUST00833,593000,-35.5,50000,51000,53000,52000,49000,60000,51000,66000,52000,54000,55000,0
CUST00834,359000,-18.6,31000,27000,35000,28000,34000,28000,35000,32000,30000,44000,35000,0
CUST00835,44000,-100.0,6000,7000,8000,6000,4000,6000,7000,0,0,0,0,0
CUST00836,92000,8.7,7000,8000,6000,7000,8000,8000,8000,8000,7000,8000,9000,8000
CUST00837,122000,-78.6,19000,16000,14000,14000,14000,11000,8000,11000,9000,6000,0,0
CUST00838,121000,0.0,21000,20000,19000,18000,22000,21000,0,0,0,0,0,0
CUST00839,631000,-34.5,49000,63000,49000,72000,61000,49000,48000,67000,59000,49000,65000,0
CUST00840,800000,-30.4,64000,57000,59000,55000,70000,71000,93000,67000,90000,70000,104000,0
CUST00841,6762000,-4.8,454000,527000,417000,510000,556000,536000,761000,555000,611000,535000,682000,618000
CUST00842,13000,-100.0,2000,2000,2000,1000,2000,2000,2000,0,0,0,0,0
CUST00843,414000,-30.8,37000,33000,38000,45000,43000,37000,33000,34000,40000,37000,37000,0
CUST00844,954000,-36.2,66000,93000,111000,95000,87000,76000,96000,89000,75000,103000,63000,0
CUST00845,587000,23.0,37000,43000,44000,39000,44000,41000,48000,51000,53000,55000,57000,75000
CUST00846,72000,-100.0,10000,8000,10000,9000,7000,7000,9000,7000,5000,0,0,0
CUST00847,558000,-21.2,37000,41000,39000,59000,53000,43000,47000,64000,49000,54000,72000,0
CUST00848,466000,-43.0,27000,36000,45000,37000,42000,45000,43000,58000,48000,41000,44000,0
CUST00849,2470000,18.1,167000,177000,169000,181000,175000,166000,250000,226000,182000,247000,303000,227000
CUST00850,72000,-66.7,11000,7000,8000,8000,7000,7000,6000,6000,6000,6000,0,0
CUST00851,208000,28.9,14000,14000,18000,15000,23000,21000,13000,17000,15000,17000,19000,22000
CUST00852,420000,-15.9,34000,37000,32000,39000,41000,40000,36000,38000,33000,30000,36000,24000
CUST00853,13000,0.0,3000,4000,3000,3000,0,0,0,0,0,0,0,0
CUST00854,50000,-8.3,5000,4000,4000,5000,5000,4000,4000,4000,4000,4000,3000,4000
CUST00855,57000,-100.0,6000,4000,8000,6000,7000,7000,5000,8000,6000,0,0,0
CUST00856,171000,-38.3,15000,17000,13000,16000,14000,20000,16000,18000,13000,15000,14000,0
CUST00857,49000,-41.7,6000,4000,5000,5000,6000,4000,5000,3000,4000,3000,4000,0
CUST00858,53000,-73.3,7000,6000,5000,6000,6000,4000,6000,5000,4000,4000,0,0
CUST00859,554000,-38.9,73000,57000,42000,52000,57000,41000,54000,49000,41000,39000,49000,0
CUST00860,84000,-24.0,5000,9000,5000,8000,7000,6000,9000,7000,9000,7000,5000,7000
CUST00861,41000,-100.0,8000,6000,6000,6000,5000,5000,5000,0,0,0,0,0
