productIdA,productIdB,count
P00007,P00092,1
P00047,P00138,1
P00049,P00138,1
P00052,P00138,1
P00055,P00138,1
P00032,P00062,1
P00032,P00072,1
P00064,P00092,1
P00089,P00120,1
P00090,P00114,1
P00090,P00120,1
P00089,P00100,1
P00047,P00140,1
P00007,P00132,1
P00010,P00132,1
P00064,P00132,1
P00009,P00077,1
P00009,P00085,1
P00076,P00153,1
P00076,P00154,1
P00057,P00121,1
P00076,P00159,1
P00003,P00131,1
P00004,P00127,1
P00004,P00131,1
P00008,P00127,1
P00011,P00127,1
P00011,P00131,1
P00003,P00132,1
P00131,P00164,1
P00005,P00065,1
P00005,P00073,1
P00005,P00075,1
P00007,P00065,1
P00007,P00073,1
P00007,P00075,1
P00076,P00156,1
P00011,P00065,1
P00011,P00073,1
P00011,P00075,1
P00103,P00142,1
P00103,P00149,1
P00089,P00155,1
P00062,P00129,1
P00073,P00090,1
P00076,P00112,1
P00041,P00131,1
P00041,P00134,1
P00063,P00153,1
P00063,P00155,1
P00063,P00162,1
P00071,P00153,1
P00071,P00155,1
P00078,P00112,1
P00086,P00111,1
P00086,P00112,1
P00071,P00162,1
P00047,P00126,1
P00053,P00126,1
P00053,P00127,1
P00076,P00111,1
P00060,P00140,1
P00001,P00135,1
P00104,P00147,1
P00041,P00132,1
P00169,P00172,1
P00002,P00105,1
P00007,P00105,1
P00078,P00111,1
P00115,P00138,1
P00039,P00125,1
P00039,P00130,1
P00039,P00132,1
P00041,P00125,1
P00041,P00126,1
P00101,P00136,1
P00101,P00144,1
P00099,P00150,1
P00001,P00098,1
P00010,P00098,1
P00081,P00180,1
P00095,P00180,1
P00099,P00180,1
P00078,P00157,1
P00041,P00138,1
P00001,P00112,1
P00067,P00080,1
P00067,P00081,1
P00072,P00080,1
P00072,P00081,1
P00072,P00090,1
P00073,P00080,1
P00096,P00150,1
P00075,P00080,1
P00075,P00081,1
P00075,P00090,1
P00014,P00086,1
P00065,P00125,1
P00065,P00134,1
P00020,P00029,1
P00170,P00171,1
P00090,P00108,1
P00090,P00111,1
P00034,P00061,1
P00040,P00061,1
P00010,P00090,1
P00010,P00111,1
P00010,P00119,1
P00081,P00108,1
P00008,P00164,1
P00009,P00163,1
P00009,P00164,1
P00014,P00163,1
P00015,P00163,1
P00015,P00164,1
P00063,P00129,1
P00090,P00106,1
P00086,P00091,1
P00083,P00157,1
P00072,P00129,1
P00037,P00069,1
P00037,P00075,1
P00077,P00110,1
P00077,P00113,1
P00083,P00106,1
P00104,P00136,1
P00041,P00106,1
P00083,P00115,1
P00085,P00108,1
P00079,P00157,1
P00079,P00165,1
P00076,P00157,1
P00076,P00093,1
P00136,P00157,1
P00136,P00160,1
P00138,P00160,1
P00145,P00160,1
P00148,P00154,1
P00003,P00059,1
P00003,P00070,1
P00058,P00070,1
P00148,P00160,1
P00111,P00127,1
P00111,P00135,1
P00008,P00137,1
P00008,P00143,1
P00079,P00110,1
P00079,P00113,1
P00136,P00154,1
P00108,P00163,1
P00108,P00165,1
P00118,P00163,1
P00118,P00165,1
P00169,P00175,1
P00169,P00179,1
P00175,P00179,1
P00148,P00157,1
P00044,P00107,1
P00044,P00175,1
P00044,P00180,1
P00107,P00175,1
P00107,P00180,1
P00175,P00180,1
P00061,P00084,1
P00061,P00089,1
P00089,P00115,1
P00010,P00135,1
P00085,P00115,1
P00086,P00115,1
P00087,P00108,1
P00083,P00108,1
P00083,P00162,1
P00062,P00116,1
P00015,P00029,1
P00015,P00030,1
P00117,P00154,1
P00064,P00084,1
P00064,P00086,1
P00064,P00089,1
P00074,P00086,1
P00074,P00089,1
P00042,P00110,1
P00044,P00120,1
P00003,P00058,1
P00008,P00030,1
P00012,P00029,1
P00012,P00030,1
P00013,P00029,1
P00013,P00030,1
P00004,P00109,1
P00005,P00109,1
P00006,P00109,1
P00007,P00109,1
P00117,P00157,1
P00117,P00162,1
P00118,P00154,1
P00118,P00157,1
P00008,P00109,1
P00012,P00109,1
P00013,P00109,1
P00014,P00109,1
P00015,P00109,1
P00009,P00104,1
P00083,P00158,1
P00085,P00164,1
P00076,P00152,1
P00047,P00141,1
P00088,P00164,1
P00004,P00083,1
P00004,P00154,1
P00007,P00154,1
P00008,P00083,1
P00013,P00083,1
P00087,P00104,1
P00107,P00159,1
P00111,P00161,1
P00116,P00161,1
P00014,P00083,1
P00014,P00154,1
P00083,P00154,1
P00018,P00019,1
P00062,P00117,1
P00001,P00029,1
P00001,P00030,1
P00008,P00029,1
P00047,P00125,1
P00078,P00104,1
P00080,P00104,1
P00085,P00104,1
P00010,P00061,1
P00010,P00066,1
P00010,P00109,1
P00061,P00107,1
P00061,P00109,1
P00066,P00107,1
P00066,P00109,1
P00119,P00162,1
P00091,P00151,1
P00091,P00156,1
P00091,P00160,1
P00094,P00151,1
P00094,P00156,1
P00103,P00151,1
P00103,P00156,1
P00061,P00124,1
P00005,P00165,1
P00064,P00124,1
P00091,P00111,1
P00091,P00118,1
P00091,P00120,1
P00100,P00111,1
P00100,P00114,1
P00100,P00118,1
P00087,P00164,1
P00100,P00120,1
P00031,P00147,1
P00031,P00150,1
P00005,P00152,1
P00005,P00157,1
P00005,P00162,1
P00005,P00163,1
P00009,P00062,1
P00009,P00075,1
P00020,P00105,1
P00006,P00067,1
P00015,P00169,1
P00015,P00178,1
P00095,P00169,1
P00095,P00178,1
P00064,P00136,1
P00068,P00152,1
P00007,P00068,1
P00055,P00137,1
P00055,P00144,1
P00011,P00052,1
P00011,P00057,1
P00066,P00132,1
P00055,P00147,1
P00106,P00158,1
P00106,P00162,1
P00113,P00158,1
P00113,P00159,1
P00118,P00158,1
P00119,P00158,1
P00036,P00113,1
P00049,P00122,1
P00049,P00123,1
P00049,P00125,1
P00049,P00130,1
P00049,P00132,1
P00052,P00122,1
P00052,P00123,1
P00055,P00146,1
P00056,P00122,1
P00056,P00123,1
P00063,P00149,1
P00063,P00150,1
P00068,P00146,1
P00075,P00143,1
P00075,P00146,1
P00075,P00149,1
P00031,P00144,1
P00033,P00144,1
P00052,P00125,1
P00052,P00126,1
P00052,P00129,1
P00052,P00130,1
P00052,P00131,1
P00052,P00132,1
P00003,P00178,1
P00015,P00095,1
P00056,P00125,1
P00056,P00126,1
P00056,P00129,1
P00056,P00130,1
P00056,P00131,1
P00056,P00132,1
P00006,P00076,1
P00006,P00084,1
P00035,P00144,1
P00040,P00144,1
P00041,P00144,1
P00044,P00144,1
P00003,P00095,1
P00003,P00169,1
P00010,P00076,1
P00010,P00084,1
P00111,P00172,1
P00111,P00173,1
P00111,P00178,1
P00111,P00180,1
P00116,P00156,1
P00116,P00170,1
P00013,P00117,1
P00076,P00106,1
P00009,P00081,1
P00009,P00084,1
P00009,P00089,1
P00009,P00106,1
P00009,P00110,1
P00009,P00117,1
P00089,P00117,1
P00063,P00143,1
P00010,P00089,1
P00010,P00117,1
P00013,P00076,1
P00013,P00081,1
P00013,P00084,1
P00013,P00106,1
P00075,P00150,1
P00035,P00051,1
P00076,P00110,1
P00076,P00117,1
P00081,P00117,1
P00084,P00106,1
P00084,P00110,1
P00084,P00117,1
P00063,P00140,1
P00064,P00130,1
P00156,P00169,1
P00161,P00168,1
P00161,P00169,1
P00161,P00170,1
P00163,P00168,1
P00163,P00169,1
P00122,P00153,1
P00122,P00155,1
P00040,P00051,1
P00040,P00059,1
P00043,P00051,1
P00043,P00059,1
P00034,P00139,1
P00063,P00134,1
P00111,P00162,1
P00111,P00170,1
P00064,P00134,1
P00070,P00130,1
P00070,P00134,1
P00130,P00140,1
P00134,P00140,1
P00121,P00155,1
P00116,P00172,1
P00116,P00173,1
P00123,P00153,1
P00123,P00155,1
P00129,P00155,1
P00134,P00153,1
P00134,P00155,1
P00111,P00156,1
P00118,P00180,1
P00083,P00161,1
P00089,P00161,1
P00064,P00078,1
P00064,P00165,1
P00173,P00174,1
P00001,P00077,1
P00003,P00077,1
P00162,P00173,1
P00116,P00178,1
P00116,P00180,1
P00118,P00156,1
P00118,P00170,1
P00118,P00172,1
P00118,P00173,1
P00118,P00178,1
P00155,P00170,1
P00156,P00168,1
P00156,P00172,1
P00156,P00173,1
P00156,P00178,1
P00156,P00180,1
P00162,P00170,1
P00162,P00172,1
P00163,P00170,1
P00165,P00168,1
P00162,P00178,1
P00162,P00180,1
P00173,P00178,1
P00109,P00133,1
P00155,P00168,1
P00155,P00169,1
P00004,P00105,1
P00047,P00129,1
P00047,P00130,1
P00048,P00124,1
P00048,P00127,1
P00048,P00129,1
P00048,P00130,1
P00055,P00124,1
P00123,P00147,1
P00165,P00169,1
P00165,P00170,1
P00028,P00111,1
P00028,P00116,1
P00065,P00090,1
P00004,P00091,1
P00004,P00101,1
P00078,P00161,1
P00012,P00091,1
P00012,P00101,1
P00014,P00091,1
P00014,P00101,1
P00014,P00105,1
P00166,P00178,1
P00123,P00144,1
P00007,P00077,1
P00129,P00144,1
P00129,P00147,1
P00134,P00144,1
P00134,P00147,1
P00054,P00074,1
P00076,P00160,1
P00076,P00161,1
P00040,P00129,1
P00040,P00135,1
P00042,P00122,1
P00042,P00129,1
P00042,P00133,1
P00033,P00122,1
P00033,P00129,1
P00033,P00133,1
P00021,P00115,1
P00011,P00077,1
P00015,P00077,1
P00069,P00098,1
P00064,P00139,1
P00064,P00145,1
P00009,P00095,1
P00040,P00122,1
P00046,P00130,1
P00019,P00114,1
P00019,P00115,1
P00019,P00116,1
P00019,P00118,1
P00019,P00120,1
P00021,P00106,1
P00021,P00114,1
P00055,P00129,1
P00021,P00116,1
P00021,P00118,1
P00021,P00120,1
P00051,P00108,1
P00051,P00117,1
P00046,P00124,1
P00046,P00129,1
P00055,P00130,1
P00057,P00124,1
P00057,P00127,1
P00060,P00124,1
P00060,P00129,1
P00060,P00130,1
P00014,P00050,1
P00002,P00145,1
P00014,P00052,1
P00003,P00076,1
P00095,P00171,1
P00095,P00175,1
P00171,P00175,1
P00099,P00168,1
P00099,P00171,1
P00099,P00179,1
P00005,P00168,1
P00005,P00171,1
P00101,P00179,1
P00104,P00168,1
P00104,P00171,1
P00104,P00179,1
P00105,P00168,1
P00105,P00171,1
P00033,P00135,1
P00064,P00148,1
P00019,P00106,1
P00105,P00179,1
P00168,P00179,1
P00171,P00179,1
P00084,P00115,1
P00084,P00119,1
P00014,P00168,1
P00014,P00171,1
P00083,P00098,1
P00034,P00127,1
P00035,P00127,1
P00147,P00151,1
P00150,P00151,1
P00110,P00126,1
P00044,P00127,1
P00066,P00088,1
P00073,P00088,1
P00006,P00173,1
P00007,P00173,1
P00110,P00173,1
P00013,P00168,1
P00013,P00171,1
P00064,P00135,1
P00065,P00135,1
P00066,P00135,1
P00069,P00135,1
P00071,P00135,1
P00002,P00141,1
P00041,P00127,1
P00042,P00127,1
P00002,P00147,1
P00008,P00145,1
P00008,P00147,1
P00009,P00141,1
P00009,P00145,1
P00009,P00147,1
P00115,P00173,1
P00062,P00135,1
P00003,P00117,1
P00003,P00130,1
P00107,P00130,1
P00112,P00164,1
P00112,P00172,1
P00152,P00172,1
P00153,P00172,1
P00164,P00172,1
P00012,P00123,1
P00004,P00049,1
P00004,P00142,1
P00049,P00069,1
P00049,P00072,1
P00038,P00128,1
P00003,P00107,1
P00003,P00114,1
P00015,P00147,1
P00015,P00150,1
P00015,P00151,1
P00137,P00151,1
P00114,P00130,1
P00117,P00130,1
P00171,P00172,1
P00056,P00107,1
P00117,P00126,1
P00166,P00170,1
P00166,P00177,1
P00070,P00093,1
P00070,P00097,1
P00014,P00137,1
P00014,P00150,1
P00014,P00151,1
P00037,P00061,1
P00038,P00065,1
P00081,P00162,1
P00081,P00164,1
P00082,P00162,1
P00082,P00164,1
P00066,P00121,1
P00066,P00122,1
P00080,P00110,1
P00080,P00112,1
P00007,P00127,1
P00009,P00127,1
P00010,P00127,1
P00035,P00065,1
P00036,P00061,1
P00036,P00065,1
P00112,P00152,1
P00112,P00153,1
P00041,P00061,1
P00044,P00061,1
P00003,P00113,1
P00004,P00113,1
P00009,P00113,1
P00036,P00127,1
P00080,P00114,1
P00066,P00150,1
P00094,P00106,1
P00080,P00153,1
P00110,P00152,1
P00110,P00153,1
P00110,P00164,1
P00110,P00172,1
P00088,P00127,1
P00088,P00130,1
P00030,P00163,1
P00128,P00163,1
P00031,P00110,1
P00031,P00117,1
P00035,P00110,1
P00035,P00117,1
P00068,P00127,1
P00091,P00109,1
P00094,P00110,1
P00094,P00113,1
P00008,P00108,1
P00014,P00108,1
P00080,P00127,1
P00080,P00130,1
P00072,P00132,1
P00081,P00157,1
P00051,P00150,1
P00031,P00073,1
P00033,P00073,1
P00036,P00073,1
P00040,P00073,1
P00068,P00124,1
P00066,P00129,1
P00066,P00133,1
P00091,P00112,1
P00096,P00109,1
P00096,P00112,1
P00096,P00114,1
P00075,P00153,1
P00072,P00122,1
P00080,P00097,1
P00080,P00098,1
P00090,P00093,1
P00061,P00102,1
P00063,P00102,1
P00064,P00102,1
P00067,P00102,1
P00068,P00102,1
P00042,P00068,1
P00068,P00135,1
P00079,P00093,1
P00079,P00100,1
P00083,P00092,1
P00083,P00093,1
P00083,P00095,1
P00083,P00100,1
P00024,P00163,1
P00028,P00163,1
P00080,P00100,1
P00068,P00147,1
P00080,P00092,1
P00031,P00068,1
P00031,P00075,1
P00031,P00135,1
P00039,P00110,1
P00039,P00117,1
P00092,P00172,1
P00011,P00061,1
P00018,P00020,1
P00018,P00163,1
P00020,P00163,1
P00022,P00163,1
P00007,P00074,1
P00002,P00150,1
P00011,P00139,1
P00011,P00150,1
P00100,P00139,1
P00100,P00143,1
P00102,P00139,1
P00102,P00143,1
P00015,P00083,1
P00040,P00117,1
P00022,P00153,1
P00072,P00086,1
P00072,P00088,1
P00072,P00089,1
P00014,P00112,1
P00007,P00063,1
P00077,P00093,1
P00007,P00087,1
P00012,P00063,1
P00012,P00074,1
P00012,P00083,1
P00012,P00085,1
P00015,P00063,1
P00015,P00074,1
P00069,P00102,1
P00074,P00102,1
P00015,P00085,1
P00015,P00087,1
P00063,P00083,1
P00063,P00085,1
P00074,P00083,1
P00074,P00085,1
P00001,P00110,1
P00097,P00150,1
P00105,P00150,1
P00061,P00096,1
P00063,P00096,1
P00050,P00131,1
P00005,P00067,1
P00026,P00079,1
P00001,P00171,1
P00069,P00079,1
P00115,P00167,1
P00030,P00112,1
P00016,P00094,1
P00020,P00094,1
P00022,P00094,1
P00026,P00094,1
P00075,P00096,1
P00078,P00097,1
P00078,P00101,1
P00078,P00102,1
P00078,P00103,1
P00089,P00097,1
P00089,P00101,1
P00089,P00102,1
P00030,P00075,1
P00081,P00118,1
P00001,P00173,1
P00001,P00177,1
P00173,P00177,1
P00071,P00092,1
P00071,P00096,1
P00071,P00099,1
P00059,P00075,1
P00065,P00079,1
P00066,P00079,1
P00068,P00079,1
P00005,P00137,1
P00007,P00067,1
P00008,P00067,1
P00004,P00067,1
P00015,P00113,1
P00027,P00030,1
P00004,P00153,1
P00006,P00153,1
P00043,P00131,1
P00004,P00071,1
P00004,P00137,1
P00071,P00137,1
P00081,P00109,1
P00081,P00172,1
P00109,P00172,1
P00031,P00056,1
P00075,P00122,1
P00075,P00127,1
P00075,P00133,1
P00007,P00108,1
P00121,P00150,1
P00124,P00150,1
P00126,P00150,1
P00135,P00150,1
P00012,P00153,1
P00078,P00109,1
P00078,P00172,1
P00080,P00109,1
